call_id,call_date,hour_of_day,platform,intent,call_duration_sec,num_turns,num_reprompts,asr_confidence,api_latency_ms,transferred_to_agent,csat_score
C11134,2026-03-25,22,New Platform,Recent Transactions,172.0,6,0,0.919,195.0,0,5.0
C11135,2026-03-26,8,New Platform,Make a Payment,159.0,3,0,0.954,162.0,0,4.0
C11136,2026-03-26,8,New Platform,Balance Inquiry,115.0,6,0,0.943,157.0,0,4.0
C11137,2026-03-26,11,Legacy IVR,Make a Payment,360.0,11,2,0.785,249.0,0,4.0
C11138,2026-03-26,11,New Platform,Make a Payment,306.0,11,3,0.699,149.0,0,
C11139,2026-03-26,13,New Platform,Cancel a Payment,250.0,6,1,0.92,216.0,0,5.0
C11140,2026-03-26,15,Legacy IVR,Cancel a Payment,512.0,13,3,0.717,308.0,0,3.0
C11141,2026-03-26,20,New Platform,Rewards Redemption,285.0,7,0,0.827,242.0,0,5.0
C11142,2026-03-26,21,Legacy IVR,Cancel a Payment,279.0,8,0,0.641,153.0,0,4.0
C11143,2026-03-27,7,New Platform,Rewards Redemption,265.0,9,0,0.796,241.0,0,5.0
C11144,2026-03-27,7,Legacy IVR,Cancel a Payment,434.0,11,2,0.655,396.0,0,4.0
C11145,2026-03-27,11,New Platform,Make a Payment,283.0,9,1,0.852,119.0,0,4.0
C11146,2026-03-27,13,New Platform,Recent Transactions,261.0,7,1,0.928,213.0,0,4.0
C11147,2026-03-27,13,New Platform,Recent Transactions,163.0,8,1,0.829,183.0,0,4.0
C11148,2026-03-27,15,New Platform,Recent Transactions,119.0,7,0,0.963,147.0,0,
C11149,2026-03-27,18,New Platform,Recent Transactions,233.0,5,1,0.808,294.0,0,4.0
C11150,2026-03-27,20,New Platform,Rewards Redemption,372.0,9,0,0.858,150.0,1,4.0
C11151,2026-03-27,21,New Platform,Recent Transactions,159.0,6,0,0.843,158.0,0,4.0
C11152,2026-03-28,6,New Platform,Recent Transactions,219.0,4,1,0.99,,0,4.0
C11153,2026-03-28,6,Legacy IVR,Recent Transactions,1606.0,5,1,0.88,263.0,0,3.0
C11154,2026-03-28,11,Legacy IVR,Make a Payment,408.0,9,3,0.837,182.0,1,2.0
C11155,2026-03-28,13,New Platform,Make a Payment,201.0,4,0,0.952,144.0,0,5.0
C11156,2026-03-28,14,Legacy IVR,Cancel a Payment,255.0,3,0,0.828,101.0,0,4.0
C11157,2026-03-28,14,Legacy IVR,Recent Transactions,244.0,9,1,0.812,192.0,0,4.0
C11158,2026-03-28,18,New Platform,Make a Payment,324.0,11,2,0.756,268.0,0,4.0
C11159,2026-03-28,18,New Platform,Make a Payment,310.0,6,0,0.849,183.0,0,
C11160,2026-03-28,18,New Platform,Balance Inquiry,144.0,6,1,0.862,252.0,0,3.0
C11161,2026-03-28,22,New Platform,Cancel a Payment,247.0,6,0,0.901,208.0,0,4.0
C11162,2026-03-29,6,New Platform,Cancel a Payment,272.0,7,1,0.97,234.0,0,3.0
C11163,2026-03-29,8,New Platform,Rewards Redemption,298.0,8,0,0.711,241.0,0,5.0
C11164,2026-03-29,8,Legacy IVR,Recent Transactions,181.0,5,0,0.71,198.0,0,5.0
C11165,2026-03-29,9,New Platform,Rewards Redemption,360.0,6,0,0.814,133.0,0,4.0
C11166,2026-03-29,10,New Platform,Make a Payment,386.0,5,1,,240.0,1,4.0
C11167,2026-03-29,11,New Platform,Recent Transactions,213.0,8,0,0.918,257.0,0,5.0
C11168,2026-03-29,11,New Platform,Balance Inquiry,148.0,7,0,0.971,254.0,0,3.0
C11169,2026-03-29,12,New Platform,Cancel a Payment,242.0,7,1,0.868,211.0,0,
C11170,2026-03-29,14,Legacy IVR,Cancel a Payment,281.0,5,1,0.898,239.0,0,3.0
C11171,2026-03-29,15,New Platform,Make a Payment,197.0,7,1,0.9,156.0,0,4.0
C11172,2026-03-29,16,New Platform,Balance Inquiry,106.0,4,0,0.886,271.0,0,
C11173,2026-03-29,17,New Platform,Recent Transactions,3015.0,3,0,0.917,159.0,0,4.0
C11174,2026-03-29,20,New Platform,Recent Transactions,161.0,4,0,0.905,170.0,0,4.0
C11175,2026-03-29,20,New Platform,Make a Payment,391.0,9,2,0.929,1583.0,0,3.0
C11176,2026-03-30,6,New Platform,Make a Payment,235.0,8,0,0.827,236.0,0,4.0
C11177,2026-03-30,8,New Platform,Make a Payment,152.0,5,0,0.849,283.0,0,5.0
C11178,2026-03-30,10,New Platform,Balance Inquiry,164.0,7,1,0.83,225.0,0,
C11179,2026-03-30,10,New Platform,Make a Payment,251.0,5,0,0.948,180.0,0,4.0
C11180,2026-03-30,11,New Platform,Make a Payment,198.0,7,1,0.956,196.0,0,4.0
C11181,2026-03-30,12,Legacy IVR,Make a Payment,299.0,9,2,0.946,215.0,0,2.0
C11182,2026-03-30,13,New Platform,Make a Payment,210.0,9,0,0.94,179.0,0,5.0
C11183,2026-03-30,14,Legacy IVR,Recent Transactions,224.0,7,2,0.806,,0,3.0
C11184,2026-03-30,15,New Platform,Make a Payment,333.0,7,1,0.797,105.0,0,3.0
C11185,2026-03-30,15,Legacy IVR,Recent Transactions,299.0,8,4,0.798,418.0,0,3.0
C11186,2026-03-30,15,New Platform,Recent Transactions,229.0,6,2,0.833,388.0,0,4.0
C11187,2026-03-30,18,New Platform,Recent Transactions,150.0,6,0,0.867,231.0,0,5.0
C11188,2026-03-30,18,New Platform,Cancel a Payment,265.0,5,0,0.973,226.0,0,5.0
C11189,2026-03-30,18,New Platform,Make a Payment,255.0,5,0,0.931,229.0,0,4.0
C11190,2026-03-31,6,New Platform,Recent Transactions,291.0,7,1,0.9,289.0,1,3.0
C11191,2026-03-31,8,New Platform,Make a Payment,267.0,11,2,0.98,260.0,0,3.0
C11192,2026-03-31,9,New Platform,,167.0,6,0,0.915,190.0,0,4.0
C11193,2026-03-31,11,Legacy IVR,Rewards Redemption,503.0,9,0,0.858,310.0,0,5.0
C11194,2026-03-31,11,New Platform,Cancel a Payment,290.0,10,1,0.973,137.0,0,5.0
C11195,2026-03-31,13,New Platform,Recent Transactions,174.0,7,1,0.939,139.0,0,4.0
C11196,2026-03-31,15,New Platform,Rewards Redemption,320.0,12,0,0.795,159.0,0,4.0
C11197,2026-03-31,15,New Platform,Rewards Redemption,225.0,7,0,,250.0,0,3.0
C11198,2026-03-31,18,New Platform,Cancel a Payment,226.0,7,0,0.778,184.0,0,4.0
C11199,2026-03-31,18,New Platform,Rewards Redemption,2910.0,11,3,0.964,144.0,1,2.0
